140215013000,22.58,326.04,32.90,55.69,23.06
140215013500,23.02,335.54,29.34,55.47,22.89
140215014000,22.37,322.62,32.95,56.51,22.89
140215014500,23.18,305.67,30.81,56.70,22.94
140215015000,22.21,306.88,33.62,56.35,23.02
140215015500,23.23,331.22,30.12,55.12,23.06
140215020000,23.17,312.72,34.63,56.90,22.85
140215020500,23.78,310.12,29.34,56.37,23.14
140215021000,23.43,319.54,35.84,56.09,22.83
140215021500,22.37,307.77,32.12,56.78,22.98
140215022000,22.20,327.97,30.98,55.94,23.05
140215022500,23.14,333.38,36.14,55.26,23.07
140215023000,23.25,313.44,29.91,55.87,23.08
140215023500,23.60,336.71,35.73,56.52,23.18
140215024000,23.86,311.86,28.25,56.90,23.14
140215024500,22.08,329.20,35.90,56.55,23.01
140215025000,23.60,303.60,29.83,55.29,22.83
140215025500,22.43,323.37,29.59,56.49,23.07
140215030000,22.33,309.26,35.31,56.92,22.98
140215030500,22.91,311.66,34.14,55.52,23.00
140215031000,23.25,304.25,29.22,55.48,22.83
140215031500,23.66,330.81,35.31,56.49,22.95
140215032000,23.69,334.86,29.13,55.95,23.08
140215032500,23.25,306.66,31.86,55.48,23.09
140215033000,22.95,303.87,34.32,55.97,22.81
140215033500,22.02,328.27,31.27,56.80,23.13
140215034000,22.79,338.33,32.18,55.50,23.06
140215034500,23.08,338.75,34.68,55.13,22.97
140215035000,23.35,301.45,30.42,56.01,22.80
140215035500,23.95,303.74,28.60,56.08,23.06
140215040000,23.54,301.49,29.22,55.84,22.81
140215040500,23.33,308.54,35.38,55.42,22.94
140215041000,22.87,308.15,31.64,56.32,22.94
140215041500,22.95,336.69,28.70,55.72,22.87
140215042000,22.37,307.13,36.53,55.15,22.94
140215042500,23.96,301.17,35.87,56.71,22.98
140215043000,23.28,302.12,35.99,55.49,23.01
140215043500,22.92,315.86,34.33,56.69,23.11
140215044000,23.31,330.94,36.08,56.99,23.15
140215044500,22.72,326.98,32.65,55.10,23.14
140215045000,22.72,316.03,36.58,55.15,22.86
140215045500,23.04,304.30,34.56,55.79,22.93
140215050000,22.24,302.10,30.66,56.02,23.09
140215050500,22.32,339.29,33.76,56.79,22.83
140215051000,22.96,304.76,31.96,55.22,23.14
140215051500,22.46,328.58,36.05,55.32,22.89
140215052000,22.89,324.16,35.19,56.76,23.10
140215052500,23.50,305.49,34.36,56.46,23.01
140215053000,23.58,314.08,31.54,55.24,23.16
140215053500,22.91,320.97,28.23,58.40,21.61
140215054000,23.64,358.69,28.95,58.51,23.61
140215054500,22.29,352.08,28.09,58.64,25.08
140215055000,22.17,342.02,31.20,57.36,22.10
140215055500,22.25,321.32,36.69,57.21,24.12
140215060000,22.63,356.85,30.73,58.90,21.18
140215060500,22.90,362.30,31.23,61.63,22.50
140215061000,22.75,349.81,30.16,61.37,22.40
140215061500,22.36,355.80,28.54,60.48,23.73
140215062000,22.97,362.48,29.82,60.90,22.42
140215062500,22.09,361.59,34.57,61.77,23.44
140215063000,22.57,341.64,30.85,61.05,22.25
140215063500,22.95,346.68,28.91,61.73,23.27
140215064000,23.86,356.01,34.12,61.06,23.13
140215064500,23.36,342.00,32.95,60.87,23.87
140215065000,22.50,359.90,31.68,60.74,23.08
140215065500,23.23,376.76,31.54,60.33,23.55
140215070000,23.73,368.31,33.59,61.22,22.67
140215070500,22.07,378.57,35.17,61.51,22.72
140215071000,22.77,361.33,31.23,60.63,22.99
140215071500,23.30,341.96,29.26,61.28,22.22
140215072000,23.62,366.41,31.97,61.36,23.23
140215072500,23.11,376.50,28.98,60.15,23.05
140215073000,23.61,369.17,29.81,60.48,22.68
140215073500,22.24,405.76,33.80,61.11,22.06
140215074000,22.01,428.13,29.04,61.71,23.20
140215074500,22.37,438.74,36.09,61.21,23.70
140215075000,22.78,414.87,28.76,60.29,22.30
140215075500,23.04,419.50,32.97,61.94,23.55
140215080000,23.62,439.10,28.15,60.76,24.00
