140214222015	19	28	44	79	95
140214222020	15	29	52	69	86
140214222025	22	23	53	70	93
140214222030	16	39	49	74	99
140214222035	21	30	42	64	99
140214222040	16	26	55	69	95
140214222045	17	27	53	74	91
140214222050	17	39	43	73	87
140214222055	24	39	44	64	94
140214222100	24	32	53	78	83
140214222105	19	39	53	64	85
140214222110	18	27	55	75	99
140214222115	22	22	47	70	89
140214222120	15	25	50	69	82
140214222125	18	29	57	71	84
140214222130	20	22	41	72	96
140214222135	23	28	41	79	83
140214222140	22	22	45	60	87
140214222145	18	26	49	71	99
140214222150	21	36	54	68	86
140214222155	16	24	57	72	87
140214222200	19	34	46	60	80
140214222205	22	24	53	77	83
140214222210	20	29	57	71	92
140214222215	20	25	49	68	96
140214222220	24	29	55	71	82
140214222225	15	31	52	76	81
140214222230	24	31	52	63	85
140214222235	15	32	58	66	87
140214222240	21	33	53	64	96
140214222245	20	28	54	70	99
140214222250	18	37	59	62	81
140214222255	18	22	59	70	98
140214222300	16	24	57	68	91
140214222305	20	25	58	63	86
140214222310	19	26	52	61	80
140214222315	20	32	56	65	98
140214222320	18	31	59	66	92
140214222325	21	22	45	61	83
140214222330	15	36	44	74	99
140214222335	24	37	53	74	87
140214222340	21	32	52	70	80
140214222345	20	35	53	70	99
140214222350	15	37	41	67	98
140214222355	18	21	44	60	96
140214222400	15	36	49	72	80
140214222405	18	24	55	63	99
140214222410	24	31	43	64	86
140214222415	20	24	59	70	91
140214222420	16	39	45	62	86
140214222425	16	31	44	67	87
140214222430	22	28	53	71	99
140214222435	18	21	43	79	94
140214222440	23	23	59	67	88
140214222445	23	20	40	74	88
140214222450	23	23	52	78	86
140214222455	17	39	45	70	95
140214222500	23	32	45	78	86
140214222505	22	28	57	66	93
140214222510	24	32	46	76	92
140214222515	17	37	53	60	97
140214222520	23	27	51	75	83
140214222525	19	26	41	74	89
140214222530	22	28	44	65	83
140214222535	16	20	55	73	83
140214222540	22	20	57	65	94
140214222545	24	33	49	69	88
140214222550	20	25	54	76	94
140214222555	17	26	50	66	85
140214222600	24	32	49	69	96
140214222605	23	33	55	75	86
140214222610	15	26	53	67	96
140214222615	15	23	49	66	82
140214222620	17	35	56	77	88
140214222625	23	26	40	60	84
140214222630	21	34	59	74	85
140214222635	21	23	42	73	88
140214222640	15	27	54	72	82
140214222645	19	35	56	69	94
140214222650	16	25	42	64	96
140214222655	22	37	43	61	96
140214222700	23	20	41	62	81
140214222705	19	33	41	60	99
140214222710	17	22	48	75	88
140214222715	16	26	43	76	90
140214222720	17	34	47	75	80
140214222725	24	33	53	70	90
140214222730	19	33	53	74	80
140214222735	23	23	55	64	82
140214222740	20	31	53	71	91
140214222745	24	23	53	61	88
140214222750	24	24	54	75	97
140214222755	15	31	52	67	86
140214222800	21	37	47	63	91
140214222805	19	20	41	79	93
140214222810	19	36	58	71	91
140214222815	15	37	47	64	83
140214222820	15	33	55	74	87
140214222825	18	29	49	72	97
140214222830	24	29	47	72	90
140214222835	18	28	40	62	95
140214222840	21	25	46	79	95
140214222845	22	20	52	60	93
140214222850	16	20	43	67	84
140214222855	23	27	45	77	86
140214222900	23	27	50	69	88
140214222905	18	20	41	63	80
140214222910	17	22	43	67	96
140214222915	23	23	53	75	91
140214222920	15	38	55	68	82
140214222925	18	33	49	76	88
140214222930	16	37	53	74	87
140214222935	17	24	56	69	83
140214222940	22	35	49	72	80
140214222945	16	39	54	66	94
140214222950	16	38	41	73	82
140214222955	19	22	59	78	93
140214223000	16	20	50	61	95
140214223005	15	20	40	63	83
140214223010	22	24	52	72	82
140214223015	22	34	45	78	99
140214223020	21	20	50	76	98
140214223025	23	25	57	73	94
140214223030	15	23	49	60	81
140214223035	23	33	44	66	92
140214223040	16	28	50	67	96
140214223045	19	26	41	68	89
140214223050	20	21	50	65	98
140214223055	17	26	50	67	89
140214223100	17	20	45	79	98
140214223105	22	21	48	72	97
140214223110	23	29	57	69	87
140214223115	20	30	58	79	88
140214223120	18	34	42	60	92
140214223125	16	30	40	63	87
140214223130	15	30	40	68	85
140214223135	16	23	45	67	94
140214223140	18	31	50	62	94
140214223145	17	38	54	60	80
140214223150	20	34	42	70	92
140214223155	19	28	40	74	88
140214223200	22	22	44	65	82
140214223205	17	22	55	77	85
140214223210	15	30	46	76	88
140214223215	24	36	52	71	89
140214223220	17	28	52	68	94
140214223225	22	37	56	68	97
140214223230	19	25	54	79	80
140214223235	21	29	43	62	82
140214223240	24	33	44	77	95
140214223245	15	36	50	74	84
140214223250	18	24	58	62	92
140214223255	15	29	51	61	81
140214223300	22	35	42	70	80
140214223305	23	39	41	69	96
140214223310	16	21	55	66	97
140214223315	21	37	45	78	94
140214223320	18	34	41	69	96
140214223325	22	39	46	67	96
140214223330	22	30	59	60	96
140214223335	22	27	48	66	86
140214223340	22	33	55	76	86
140214223345	21	32	47	79	86
140214223350	19	35	57	60	94
140214223355	15	28	42	71	90
140214223400	22	30	42	65	91
140214223405	20	29	54	76	81
140214223410	15	31	51	75	83
140214223415	16	28	40	77	80
140214223420	24	34	41	74	96
140214223425	20	22	52	76	88
140214223430	18	37	42	73	82
140214223435	15	35	51	70	89
140214223440	17	29	47	79	86
140214223445	24	28	59	69	88
140214223450	15	26	43	76	93
140214223455	21	36	59	74	84
140214223500	15	38	49	71	84
140214223505	20	35	50	79	84
140214223510	17	30	46	61	90
140214223515	23	39	44	78	88
140214223520	16	29	54	64	93
140214223525	17	36	57	65	97
140214223530	15	35	45	72	94
140214223535	22	27	49	72	85
140214223540	15	22	41	78	96
140214223545	19	27	58	62	83
140214223550	19	30	58	73	96
140214223555	20	27	59	67	89
140214223600	15	38	47	73	81
140214223605	18	31	52	75	89
140214223610	17	33	53	67	92
140214223615	21	31	56	68	93
140214223620	16	29	41	79	90
140214223625	24	34	49	70	95
140214223630	21	24	42	68	96
140214223635	19	27	54	73	95
140214223640	19	30	44	71	97
140214223645	21	34	53	63	98
140214223650	21	34	45	65	81
140214223655	20	27	56	69	86
140214223700	15	20	43	64	86
140214223705	20	28	53	75	82
140214223710	22	26	46	65	90
140214223715	15	28	50	64	83
140214223720	20	33	55	61	88
140214223725	16	30	44	71	81
140214223730	23	27	55	68	91
140214223735	24	20	56	61	95
140214223740	15	29	54	62	91
140214223745	17	23	44	64	81
140214223750	21	22	53	71	95
140214223755	23	36	59	76	80
140214223800	20	37	46	68	90
140214223805	20	30	56	64	94
140214223810	20	31	59	73	85
140214223815	22	36	59	64	80
140214223820	21	29	50	63	84
140214223825	23	25	54	70	86
140214223830	20	38	46	68	92
140214223835	22	21	50	64	93
140214223840	24	38	40	78	87
140214223845	22	39	53	78	87
140214223850	19	22	50	75	92
140214223855	21	22	46	60	88
140214223900	19	23	46	66	85
140214223905	15	33	41	77	91
140214223910	16	20	49	72	88
140214223915	22	36	41	68	90
140214223920	18	31	42	68	88
140214223925	19	25	43	79	98
140214223930	22	27	52	62	81
140214223935	19	30	54	71	89
140214223940	23	26	57	78	97
140214223945	19	21	46	68	80
140214223950	18	39	45	62	85
140214223955	20	23	44	78	88
140214224000	19	23	49	65	90
140214224005	17	33	55	72	86
140214224010	23	29	40	70	80
140214224015	17	37	56	69	90
140214224020	19	38	44	74	81
140214224025	16	34	44	78	89
140214224030	24	20	58	76	99
140214224035	24	38	43	66	83
140214224040	16	37	41	70	85
140214224045	22	26	52	68	89
140214224050	24	39	43	79	95
140214224055	20	33	47	69	97
140214224100	19	39	51	64	80
140214224105	19	26	43	74	91
140214224110	16	36	47	72	82
140214224115	18	31	41	65	98
140214224120	22	34	54	66	90
140214224125	22	22	58	63	95
140214224130	19	37	53	75	93
140214224135	21	21	40	60	98
140214224140	16	23	58	75	84
140214224145	20	25	49	62	92
140214224150	17	31	43	76	84
140214224155	24	31	45	66	80
140214224200	16	28	56	64	94
140214224205	24	22	41	78	90
140214224210	17	38	46	78	88
140214224215	23	39	44	62	90
140214224220	21	24	56	75	81
140214224225	22	35	53	76	98
140214224230	17	30	44	62	94
140214224235	21	31	40	72	97
140214224240	24	29	44	79	91
140214224245	15	22	44	79	86
140214224250	24	28	46	63	92
140214224255	18	37	56	78	92
140214224300	20	39	55	63	95
140214224305	15	29	49	77	89
140214224310	17	20	51	72	95
140214224315	24	36	53	66	80
140214224320	23	30	44	68	84
140214224325	19	32	58	74	84
140214224330	24	39	47	67	92
140214224335	15	34	48	69	93
140214224340	15	39	55	70	88
140214224345	23	22	48	71	89
140214224350	23	34	48	66	97
140214224355	15	27	43	78	89
140214224400	18	26	49	71	87
140214224405	21	28	44	71	80
140214224410	22	21	56	76	86
140214224415	20	26	59	62	98
140214224420	23	27	43	64	99
140214224425	21	27	48	68	92
140214224430	17	31	59	74	90
140214224435	15	26	44	72	82
140214224440	21	38	49	73	82
140214224445	17	27	49	76	88
140214224450	23	29	58	78	86
140214224455	15	28	46	61	88
140214224500	17	34	54	78	94
140214224505	20	35	54	76	99
140214224510	22	35	40	77	94
140214224515	18	35	43	64	86
140214224520	18	28	42	73	97
140214224525	24	26	56	68	80
140214224530	22	23	59	61	97
140214224535	22	35	43	62	81
140214224540	22	30	46	62	90
140214224545	19	28	41	77	93
140214224550	21	39	58	66	97
140214224555	22	29	46	79	93
140214224600	17	35	50	66	95
140214224605	17	33	56	76	97
140214224610	19	20	46	63	94
140214224615	19	37	43	66	83
140214224620	18	29	52	74	99
140214224625	19	25	44	62	98
140214224630	22	24	42	72	93
140214224635	21	21	56	61	84
140214224640	24	34	50	67	88
140214224645	21	31	45	69	96
140214224650	17	32	52	62	80
140214224655	15	21	46	63	97
140214224700	16	33	52	67	90
140214224705	15	28	44	77	80
140214224710	19	33	57	68	91
140214224715	19	34	43	61	97
140214224720	24	34	46	74	82
140214224725	22	25	42	64	98
140214224730	15	34	44	67	82
140214224735	19	20	50	66	95
140214224740	23	30	42	63	80
140214224745	18	32	49	79	96
140214224750	15	31	48	74	85
140214224755	24	29	44	62	87
140214224800	22	26	46	63	82
140214224805	21	29	56	74	87
140214224810	16	25	49	69	90
140214224815	20	38	50	73	97
140214224820	21	24	59	63	84
140214224825	17	36	48	63	92
140214224830	22	26	47	70	87
140214224835	19	32	51	73	84
140214224840	15	38	55	75	97
140214224845	22	37	53	67	87
140214224850	22	30	52	73	99
140214224855	16	27	40	62	98
140214224900	17	31	41	66	84
140214224905	15	21	57	68	98
140214224910	15	39	47	70	91
140214224915	18	33	59	66	87
140214224920	19	28	49	64	96
140214224925	23	27	49	79	86
140214224930	20	33	44	71	80
140214224935	20	38	43	64	89
140214224940	16	23	48	62	95
140214224945	20	20	47	62	88
140214224950	22	31	51	76	82
140214224955	22	27	56	78	98
140214225000	17	30	40	79	94
140214225005	15	22	56	71	87
140214225010	18	22	52	78	94
140214225015	19	32	47	62	93
140214225020	23	26	51	74	95
140214225025	18	28	48	64	80
140214225030	19	37	54	62	85
140214225035	22	35	56	65	87
140214225040	18	30	57	69	86
140214225045	20	30	58	63	82
140214225050	16	35	41	65	92
140214225055	18	39	48	75	91
140214225100	21	38	57	76	83
140214225105	15	30	51	65	82
140214225110	23	28	42	68	90
140214225115	15	35	41	70	97
140214225120	20	21	57	60	88
140214225125	19	29	43	73	81
140214225130	15	36	53	72	98
140214225135	17	30	47	70	99
140214225140	15	34	40	60	80
140214225145	24	39	51	71	98
140214225150	17	21	59	79	83
140214225155	18	29	57	74	86
140214225200	21	35	47	68	82
140214225205	21	29	46	74	90
140214225210	20	38	56	69	98
140214225215	22	20	47	68	89
140214225220	23	37	58	75	98
140214225225	20	28	42	75	90
140214225230	24	37	45	62	97
140214225235	21	39	43	67	81
140214225240	22	27	58	69	99
140214225245	23	32	55	76	93
140214225250	24	24	56	70	94
140214225255	21	39	55	66	96
140214225300	20	37	48	68	92
140214225305	24	32	52	70	97
140214225310	18	31	58	63	81
140214225315	24	24	51	76	97
140214225320	21	28	51	70	92
140214225325	20	30	52	64	83
140214225330	16	39	44	74	99
140214225335	16	34	53	69	89
140214225340	21	32	57	75	82
140214225345	20	31	54	61	80
140214225350	18	27	47	75	83
140214225355	19	37	40	62	93
140214225400	23	31	58	76	87
140214225405	22	22	57	73	89
140214225410	15	27	54	76	90
140214225415	18	26	41	79	92
140214225420	24	25	58	62	98
140214225425	22	34	43	70	82
140214225430	20	25	56	61	87
140214225435	15	21	58	66	84
140214225440	16	39	48	71	85
140214225445	22	29	50	71	88
140214225450	21	32	51	79	93
140214225455	15	35	46	66	92
140214225500	24	21	53	74	85
140214225505	23	36	57	77	98
140214225510	19	25	42	73	97
140214225515	21	35	47	65	93
140214225520	18	28	45	69	85
140214225525	21	39	59	61	93
140214225530	15	24	51	77	91
140214225535	16	20	48	75	82
140214225540	20	20	57	69	86
140214225545	24	29	52	73	81
140214225550	19	36	50	66	99
140214225555	16	34	55	70	83
140214225600	16	35	58	65	84
140214225605	24	37	56	69	89
140214225610	21	37	59	75	80
140214225615	24	38	41	78	86
140214225620	21	24	45	69	82
140214225625	16	27	56	67	92
140214225630	23	36	58	71	97
140214225635	21	36	48	77	80
140214225640	20	28	41	76	89
140214225645	22	31	56	66	89
140214225650	15	33	46	65	95
140214225655	17	28	49	65	92
140214225700	21	21	56	78	83
140214225705	15	34	43	61	86
140214225710	21	22	58	76	89
140214225715	20	20	43	72	84
140214225720	15	38	52	67	80
140214225725	18	24	45	63	82
140214225730	23	38	41	67	90
140214225735	16	22	42	64	87
140214225740	21	22	47	71	92
140214225745	23	38	50	66	83
140214225750	24	29	58	70	97
140214225755	23	36	52	64	98
140214225800	23	29	55	78	87
140214225805	16	37	44	76	83
140214225810	17	34	54	69	95
140214225815	23	30	50	70	80
140214225820	24	39	51	67	81
140214225825	22	24	53	69	80
140214225830	17	28	47	71	93
140214225835	16	32	41	63	95
140214225840	19	26	42	79	92
140214225845	24	29	56	79	86
140214225850	16	35	49	70	84
140214225855	18	23	42	67	90
140214225900	21	31	47	68	92
140214225905	16	32	51	79	91
140214225910	18	27	50	76	84
140214225915	19	32	42	65	96
140214225920	21	24	56	69	83
140214225925	24	32	56	74	97
140214225930	22	38	57	76	99
140214225935	19	37	46	62	85
140214225940	15	28	51	61	97
140214225945	24	20	46	76	86
140214225950	15	37	58	75	80
140214225955	15	30	46	66	94
140214230000	17	25	46	62	96
140214230005	15	32	54	71	94
140214230010	15	24	53	70	81
140214230015	17	32	46	70	94
140214230020	16	25	57	72	87
140214230025	17	36	40	60	89
140214230030	24	29	44	72	90
140214230035	22	23	40	75	89
140214230040	23	34	49	64	80
140214230045	17	38	50	60	99
140214230050	16	22	56	65	92
140214230055	22	30	43	71	98
140214230100	16	34	51	72	97
140214230105	23	33	56	63	81
140214230110	17	25	43	66	96
140214230115	20	26	52	77	83
140214230120	17	32	40	78	96
140214230125	17	38	44	62	83
140214230130	17	27	45	68	83
140214230135	18	27	57	68	98
140214230140	23	30	59	63	95
140214230145	17	35	45	66	91
140214230150	21	25	42	71	92
140214230155	24	39	58	68	95
140214230200	16	20	47	74	83
140214230205	22	38	41	70	81
140214230210	21	26	40	73	95
140214230215	20	38	42	78	81
140214230220	23	36	49	63	94
140214230225	17	35	48	71	85
140214230230	15	26	57	70	99
140214230235	22	32	53	67	90
140214230240	18	23	51	67	90
140214230245	21	29	43	76	87
140214230250	16	38	49	75	89
140214230255	15	38	43	75	97
140214230300	21	34	53	77	97
140214230305	24	28	55	65	95
140214230310	19	36	56	79	93
140214230315	21	37	50	75	81
140214230320	23	26	51	78	96
140214230325	18	37	43	75	82
140214230330	16	38	51	75	85
140214230335	19	22	58	66	87
140214230340	18	23	53	67	87
140214230345	21	29	58	77	87
140214230350	19	25	44	66	94
140214230355	22	27	59	60	92
140214230400	20	36	44	64	85
140214230405	24	24	41	75	86
140214230410	22	21	57	72	95
140214230415	15	31	56	60	80
140214230420	18	26	48	65	82
140214230425	24	31	43	70	92
140214230430	19	37	46	76	92
140214230435	24	34	51	63	81
140214230440	17	30	51	61	81
140214230445	18	27	55	62	91
140214230450	23	25	51	70	85
140214230455	15	29	51	77	86
140214230500	15	38	49	73	92
140214230505	22	37	45	71	93
140214230510	15	28	59	70	97
140214230515	24	28	54	71	93
140214230520	15	23	41	65	80
140214230525	15	32	59	69	81
140214230530	22	29	43	77	80
140214230535	18	23	59	74	86
140214230540	16	27	53	60	88
140214230545	16	32	52	61	85
140214230550	20	24	47	72	83
140214230555	15	29	44	66	89
140214230600	15	29	47	61	94
140214230605	16	26	56	75	95
140214230610	17	25	51	74	80
140214230615	20	37	55	63	84
140214230620	22	35	47	72	96
140214230625	21	38	43	65	94
140214230630	18	21	47	64	93
140214230635	19	37	41	68	89
140214230640	20	35	48	69	92
140214230645	16	37	50	72	82
140214230650	16	32	53	66	85
140214230655	21	25	58	78	90
140214230700	17	23	52	79	84
140214230705	17	38	52	72	97
140214230710	15	26	51	62	86
140214230715	23	28	42	69	98
140214230720	24	28	44	65	95
140214230725	19	36	47	79	98
140214230730	21	27	55	73	95
140214230735	20	31	41	65	99
140214230740	21	26	50	69	95
140214230745	22	26	57	77	92
140214230750	24	32	43	61	95
140214230755	23	20	40	70	92
140214230800	20	24	51	75	97
140214230805	22	33	40	64	80
140214230810	19	37	57	68	87
140214230815	22	30	43	61	93
140214230820	16	36	48	77	81
140214230825	15	30	43	68	90
140214230830	19	25	56	79	82
140214230835	15	35	40	77	83
140214230840	17	24	58	62	87
140214230845	24	28	53	77	85
140214230850	22	29	49	61	81
140214230855	17	26	46	79	90
140214230900	20	26	41	68	98
140214230905	19	37	43	69	97
140214230910	24	24	47	65	85
140214230915	24	24	59	69	91
140214230920	22	31	51	65	90
140214230925	23	26	58	62	88
140214230930	16	34	48	65	80
140214230935	24	20	41	71	85
140214230940	17	24	46	66	85
140214230945	15	26	51	75	95
140214230950	15	23	57	69	80
140214230955	15	35	54	72	96
140214231000	18	22	55	67	82
140214231005	15	20	57	60	99
140214231010	19	24	58	77	86
140214231015	23	31	49	71	80
140214231020	22	31	59	64	81
140214231025	19	34	51	67	99
140214231030	18	29	54	68	82
140214231035	15	36	43	68	99
140214231040	23	34	50	74	95
140214231045	23	33	50	74	84
140214231050	23	39	54	67	80
140214231055	19	25	57	78	93
140214231100	23	38	53	79	84
140214231105	21	31	49	77	88
140214231110	17	39	40	78	89
140214231115	24	29	59	63	99
140214231120	15	23	56	69	97
140214231125	18	23	58	76	86
140214231130	22	20	52	67	95
140214231135	16	22	47	68	93
140214231140	18	25	49	63	93
140214231145	20	33	58	64	82
140214231150	20	27	46	62	99
140214231155	24	37	41	73	86
140214231200	17	39	48	72	95
140214231205	19	25	40	72	98
140214231210	20	32	50	70	91
140214231215	24	23	52	66	93
140214231220	17	24	41	75	97
140214231225	24	32	48	62	98
140214231230	23	29	51	79	89
140214231235	19	35	43	67	95
140214231240	18	39	54	78	89
140214231245	23	34	49	64	82
140214231250	24	22	43	63	89
140214231255	20	25	42	73	97
140214231300	21	37	44	66	93
140214231305	15	37	43	72	94
140214231310	21	26	50	67	80
140214231315	19	23	51	68	93
140214231320	23	26	58	64	91
140214231325	18	39	51	75	97
140214231330	17	24	59	73	88
140214231335	23	31	54	79	95
140214231340	24	37	47	71	94
140214231345	20	37	58	70	94
140214231350	23	22	49	60	84
140214231355	16	31	53	60	80
140214231400	21	26	56	72	86
140214231405	19	25	47	73	98
140214231410	23	23	47	71	96
140214231415	23	39	59	69	89
140214231420	21	38	58	63	96
140214231425	16	22	58	78	96
140214231430	21	38	53	68	81
140214231435	18	37	40	68	90
140214231440	24	36	45	65	96
140214231445	19	24	50	65	93
140214231450	16	27	47	73	89
140214231455	23	23	49	76	85
140214231500	20	36	58	77	90
140214231505	22	25	43	78	85
140214231510	22	34	53	61	89
140214231515	21	24	54	79	94
140214231520	20	38	49	65	98
140214231525	24	21	41	63	92
140214231530	16	29	56	63	91
140214231535	16	38	49	74	83
140214231540	18	30	53	79	97
140214231545	17	29	45	76	82
140214231550	22	34	58	67	93
140214231555	24	36	53	66	83
140214231600	23	20	42	67	92
140214231605	20	35	43	75	94
140214231610	19	39	45	72	94
140214231615	18	35	50	74	90
140214231620	19	33	42	60	95
140214231625	17	33	52	76	80
140214231630	24	34	51	77	91
140214231635	20	34	56	60	99
140214231640	17	26	40	61	81
140214231645	19	29	46	77	86
140214231650	22	36	45	64	81
140214231655	16	24	45	76	91
140214231700	16	20	50	67	89
140214231705	21	27	53	71	91
140214231710	22	33	47	68	81
140214231715	23	30	44	79	91
140214231720	22	37	44	71	80
140214231725	20	38	55	69	93
140214231730	24	38	52	67	88
140214231735	23	31	51	69	86
140214231740	22	28	57	64	89
140214231745	24	20	49	79	84
